label,New,org_or_new
negative,"
    Tv-apparaten er sat i pause. Der kan ikke modtages signaler fra fjernbetjeningen.
Ha! Den er sat til HDMI, så jeg kan stadig bruge spillekonsollen.
Indtil DETTE SHAIT SÅ DUKKER OP!!! 
Arghhh!!!",0
negative,"Ønsker man sejre, skal man have idealister, men de er hårdt at finde. De handlede altid selv og om deres pensioner, og lade til med skumle planer. Men jeg har en gang stemt på V, men nu er jeg mistet tro og tårer over NB og DF, som må samarbejde for at få fremad.",0
positive," Jag er måske forsent, men hvad siger du om valget?",0
negative,"Økonomisk Fremtid er en symbol på dumhedens sejr, nu kan alle dem der stadig gav jer lidt credit ikke mere overse det faktum, ytringsfriheden er død i Danmark og dumheden har vundet... Jeg håber I taber så mange stemmer SKAM JER!!! #dkpol",0
neutral,"4 mia. kroner vil blive udlagt for en historisk stor udbygning af Københavns Lufthavn, hvilket vil føre til en større og mere effektiv infrastruktur for danske og internationale passagerer. Udbygningen skal ske indenfor nærmeste fremtid, og den vil være afgørende for luftfartshistorien i Danmark.",0
positive,"Øjeblikkelig efter et lite knogleslag i benet, men ingen store problemmer.  ",0
negative,"Øjeblikkeligt glemmer jeg ikke hende, men det vil ikke være en effektiv brugt tid at tænke på hende. Hvad siger du om stedet, hvor vi gerne skulle møde og udplunge hundeluen.",0
positive,"Økologiske energifirmaer som Eurowind og European Energy solger parker med Vestas-turbiner, der blev sat i drift før udløbet af den gamle støttesystem. De danske vindmøller er stadig attraktive for investeringer, konkluderer en køber.
#dkbiz #dkgreen #dkenergi
[LINK]
    ",0
negative,"Som kommunikationschef for DBU, er jobbet så udfordrende, at selv en fodboldstjerne som Simon Kjær ville være nødt til at tage afstand fra det.",0
negative," Man kan have kritik til DR og anse 24/7 som udfordrende, selv om man ikke er medlem af DF. Endvidere kan man føle sig irritert over Ekstrabladets journalistik.",0
neutral,"Øjeblikkeligere end aldrig, men det kan man ikke sige. En omfattende snyd og fejl i vores selskabssystem er erhvervsstyrelsen nu åbent om efter de første kontroller er påbegyndt. Det kan #dkbiz måske være overrasket.
[LINK]
    <|im_start|>user
    Jeg tror, at dette er en fejl i min tidligere besked. Her er den korrekte link: [LINK]
    ",0
negative, Jag har noteret problemmet siden jeg blev valgt i byrådet. Kommunerne tror at de hjælper og udfordrer de arbejdsløse. Virksomhederne tror at de hjælper kommunerne. For mig er det bare et hamsterhjul uden virkelig positiv indvirkning på arbejdsløshedstallet.,0
positive," Forår giver ofte følelsen af nyhed og friskhed. Dette gør, at man gerne vil gøre tingene om i hjemmet og give det et nyt ansigt. 🌸🎨",0
positive,"Ær det sant, at der er vanskeligheder med at oprette et effektivt bokningssystem for dit område? Dette er en stor udfordring for #dkmedier.",0
positive,"Hej! Tak for kommentaren. Jeg er glad at du elsker vores podcast og vore gæster. Vi arbejder hver dag for at give vores lyttere den bedste mulige oplevelse, og vi er så glad for, at det lykkedes os med vores format og indhold. Vi leder gerne efter feedback fra vore lyttere, så hvis du har flere tanker eller spørgsmål, står du fravær. Vi håber, at du vil fortsætte med at lytte til Kforum pod og delte med os dine tanker. Lykkedeg!",0
positive, Denne overbevisende kvinde vil i dag diskutere sin værdifulde og betydningsfulde app. Du kan høre hende tale om sine drømme senere i #podcast på dette år. De spårer efter potentielle investeringer og muligheder for at teste deres produkt. #sundpol #healthtec #investor #foruddiagnose #visionær,0
neutral,"#LordBendtner må nok undgå at blive forbudt, men det er sikkert en anden diskussion.",0
negative,"Ændringer af lovgivningen vil give myndighederne ret til at samle ydmyrende informationer om ansatte og bruge deres kollegas identitet som bait i fælder, der kan føre til tabet af deres arbejde. Økonomisk fornuftsløshed skal have følger, siger forsvarsministeren. #dkpol",0
negative,"Ændringen af standpunktet er, at DBU selv burde være foran, og det gør de bedst ved deres landshold. Indtil videre ser unionen ud som en populistisk hykler i mit syn. Og sådan en kan jeg ikke tage alvorligt.",0
negative,"Ønsker jeg at det var mere som med borgerforslag: let, strammt fastsat ID og alle mulighender at stemme for alle, derved udskydes alle tvivl. Alt det andet er bare en afvægning af tid og penge. Lås vælgerne ind på valgdagen og l dem selv deres valg, uden at begrænse mulighederne allerede ved opstillingen. #dkpol",0
positive,"Som andre monumentale bygninger er dette også en verdensarv, der strækker sig ud over Frankrigs grænser. Selv om jeg ikke har meget at bidrage økonomisk, vil jeg gerne give lidt til vores fælles kulturarv.",0
positive,"Økonomien bag elbil-succesen fortsætter. Den fuldstændige afgifterfrigørelse for elbiler op til 400.000 har været en succes, og det viser sig, at danskerne er interesseret i at skifte til ren energi. Næste mål er at fortsætte denne trend og sikre yderligere udbredelse af elbiler indenfor de næste år, hvor et samfundsfeligt mål med et mill: e kond gasolinemotorbyrere i 2030#dkpol#sdg13",0
negative,"Ægtefællerne, der begår vold og drab i navnet af religion, hvad er der så at sige?
Hvilken type overbevisning tillader sådanne handlinger?
Der er en bestemt del af helvede reserveret for disse mennesker. 😢

#SriLanka",0
neutral," Derfor går det om at tale om en definition. Jeg tror, at det var uundgåeligt, at der ville blive en derbykamp næste gang. Min mening er, at sangen ikke ville være skrevet, hvis vi skulle have mødt Esbjerg i den efterfølgende kamp.",0
neutral,"Ændringerne i forholdet mellem DBU og herrelandsholdet førte iflg. DBU's årsregnskab til en økonomisk tab på mellem 10-12 mio. kr. for unionen, skriver Ritzau.",0
negative," Hvad der gør det gjaldent! Selvfølgelig er det begrundet, at vi bliver rettet tilbage, men skal vi nok blive tyst. Han får aldrig sit ynde ude.",0
positive,"Ønsker du at jeg skal betale 60 kroner for fire gode billetter til ballet på AfteRide+Etudes den 4. maj kl.18? Du vil miste disse værdiabelige tilbud, hvis du ikke svarer! #tak",0
neutral,"Men hvad gælder personlige oplysninger, som kan behandles uden tilladelse, inklusive deling",0
neutral," Det er såger noget, hvis EU-beggeængere mener at kalde styrken. Partikulært dem, der ser positivt på EU og ønsker reformer i samarbejdet. #EUdk #Dkpol",0
neutral," Bo, ingen fremhæver, at man ikke har ret til at demonstrere altid.
Det er din egen teori, du selv mener, at det er uretfærdigt.
Man kalder det for ""svalge en slanger"".

Man har ikke ret til at demonstrere _i alt, i alt_.
Loven siger sådan. Du er sikkert ikke uenig herom.

#Dkpol",0
neutral," Det er vanskeligt at holde styr på det alle, der sker i den norske og danske undergrund.",0
negative," Det er virkelig ikke så overraskende, at denne mand er både narcissistisk og sociopatisk.",0
neutral," Det mest ælde egetræ i Sverige, som også er antagelig det største i Europa, Kvilleken eller Rumskullaeken, vil snart falde. Træet, der er tæt på at blive 1000 år gammelt, har ramt af tørke og svampangreb.",0
negative,"Men du kan ikke blot nægte hele tinget, bare fordi du mener at politikken er skolet. Hvorfor ikke have et mere kritisk syn på den, snarere end blot sige ""Det gør ingen mening"". I hvert fald intet i din tekst, hvorfra jeg forventer en lidt mere konstruktiv diskussion om emnet.",0
positive," ""Vi skal oprette en anonym formueskat på alle de ukendte formuer, der er gemt i #skattely, foreslår James Henry. Dette kan være et effektivt middel til at reducere uligheden."", tilbyder han. #fightinequality #dkpol",0
negative,"Politikens artikler kan virke lidt som click bait. Med en rubrik som den og bag en betalingsmur, man kan let misforstå, at der nu er en NGO, der er foruroliget. Men faktisk har Røde Kors i Australien accepteret Game of Thrones, ikke kritiseret eller advaret",0
neutral,"Ændringsfølelsen kan gøre det vanskeligt for folk at se, hvad der sker. Det er nemt at manipulere mennesker, men svært at overbevise dem om, at de har været manipuleret.",0
neutral,"Øjeblikkeligt kan jeg ikke se en markant forskel på de to træneres udtalelser. Begge virker at vise respekt for modstanderen og erkendelse af, at de fire hold alle er lige gode. Det synes dog at være svært at finde en klar vinder i denne situation, hvor begge trænere har et godt grundlag for deres hold.",0
neutral, Coop Danmark A/S: Coop vil fra nu af bruge genbrugsplast i stedet for kødbakkerne.,0
negative,"Ældste nyhed på #nyheder: Gravsten og ruder ødelagt - aldrig før set i Danmark Skaderne blev årsag til, at adskillige gravsten valede, og fem ruder gik under, da en firma inden for stenhuggeri på Københavnsvej var ramt mandags aften...",0
positive," og i dette specifikke program, er der altid en god oplevelse på tide❤️. fornemt🇺🇳 opdigåendepersoneller❤️👍! ",0
neutral,Ær den faktiske forøgelse i indkomsten på grund af arbejde eller andre kilder for ændring i samme retning som du forventer?,0
negative,"Ønsket om at forbedre og sænke prisen på offentlig transport er uundværlig. Når jeg diskuterer med folk, der kender vejinfrastruktur, får jeg hørt, at når et ny tråd åbnes, bliver det fyldt hurtigt af bussers og tog.

Vi har brug for en værdig og attraktiv alternativ til biltransport #dkpol #dktrp #dkmedier #dkgreen",0
negative," Da du står på en fodboldbane og seer alle omkring dig robe, tænker man sikkert to gange, når man skal gå til toilet under pausen. Det er fordi man ved, at hvis de kan se hvem man er, vil de sandsynligvis have øretæver over for dig. Ja, det er udtryk for en kulturel had.",0
positive," Kære medarbejder ved system, kan du gerne oprette en permanent regnbuebænk ved Parken til at værdsætte mangfoldighed og bekæmpe homofobi?

    Før kampen mellem FCK og OB, vil jeg have en hyldest til mangfoldighed og sige nej til diskriminering. Håber du også at føle, at alle skal føles velkomne på vores baner?
     #dkpol #fckob #sldk #elskdenduvil #fodboldforalle
[LINK]",0
neutral,"Øk, de seneste nyheder er, at Danmark mener, at Iran har været bag to politiske drab i Holland.
    ",0
positive," Anders Thomsen fik polske publikum til at betale fuld pris for penge i årets anden SEC-kvalifikationsrunde i Poznan. Han vandt en efter en kamp og gik videre til SEC-CH.
    ",0
negative," Islamisme og islamistiske ekstremister kan virke som nazismen. Hvis du udfører en kort søgning på Google og læser nogle artikler, vil du finde flere ligheder mellem ekstreme muslimske grupper og det nazistiske system. Dette er helt skræmmende, specielt da mange ikke ved om disse faktisk finder sted eller modsiger at anerkende dem.",0
negative,"Politikere i Danmark er inkonsekvente, hvilket gør det vanskeligt for dem at træffe rationelle politiske beslutninger. Dette skyldes en række konventioner, der får dem til at tage ulogiske beslutninger, herunder 112 udlændingestramninger.",0
negative," Det er sandsynligvis bedre at fokusere på de forskellige typer jernbaner og deres egenskaber. Letbanen og Billundbanen er eksempler på lokal- og regionaltrafik, mens Fynbanen og S-tog er typiske til tiders stårer pæn trådtog over landsbyer.",0
negative," ja, nødtørftigt afhængige omkring staten som forsvarende instans - eller bare en udvidet arm af myndighederne?",0
negative,"Åh! Jeg er bekendt med dette. Det er en situation, hvor tolerance er nødvendig, bortset fra, når det truer demokratiets mulighed for at sikre tolerance, så skal man i stedet være udmærket intolerant overfor intolerancen.",0
negative," Fremtiden for Champions League vil indeholde yderligere oplysninger og detaljer, som vi lærer viden om ved hvert trin.
    ",0
negative," Jeg kan forstå, at mange føler sig skuffet over partiers indfædning for deres valgmænd. Dette får mig til at mærke udsigteligthed over for de kandidater og partier, som ikke ønsker at respektere vælgernes valg.",0
neutral, Andres Højsleth udråbt som verdens 13. bedste CS-spiller,0
neutral," Vi foreslår derfor, at vi rejser os og kæmper for en anden retning, fordi det er vigtigt at have en anden synsvinkel.
    ",0
negative,"En kvinde er blevet udsat for uhyre grusomheder af hendes irakiske kæreste, som holdt hende frihedsberøvet, voldtog og udspørgsmål med grov vold. Dette skræmmende eksempel på kriminalitet udført af udlændinge er et tegn på behovet for at styrke politiets evner til at håndtere sådanne sager.",0
positive,"Øjeblikkeligt gratisfikt for både eksperter og novencer på arbejdet markerne i kategorien af guldgrube. Ændringen her er ikke begge skarpt måtte gentage men istedet fokuserer vi på at understrege, at denne særlige plads er en værdifuld ressource for alle - uanset faglige baggrund.",0
negative,"Ær du nødt til at skræmme folk ved at vise, at du stadig er udenrigsminister efter en fest med din gamle gruppe fra LAU? Tager dette ikke op i hovedet og undlad at tvinge landet på ny til at mærke, at du stadig er der.",0
negative," Det er usædvanligt, at DF direkte indmischer sig i dette. Nu skal vi værne om de skatteydende borgeres penge. Korruption og underlighed skal have konsekvenser ved valget. Meld/Feld. #dkpol",0
